Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
Money Heist: Part 1 // La casa de papel: Parte 1,Yes,2017-07-01,73100000,,,"['Short', 'Sci-Fi']","fan film,star trek fan film,23rd century,fan production","An ancient, stolen artifact has resurfaced after thousands of years and it&apos;s up to the crew of the Dominion to return it to its rightful owners."
Rough Diamonds: Season 1,Yes,2023-04-21,72800000,259.0,5.9,"['Short', 'Biography', 'Drama']","character name as title,theodore roosevelt character,nickname as title,san juan hill,new york city","In a series of short scenes, key periods in Theodore Roosevelt&apos;s political life are dramatized beginning in 1895 with his time as New York City police commissioner and later as Assistant Secretary of the Navy, Vice President and P..."
Vincenzo: Season 1 // 빈센조: 시즌 1,Yes,2021-02-20,72800000,6.0,7.8,"['Drama', 'Music']",,"La Sonnambula was first performed with enormous success at the Teatro Carcano, Milan on 6th March 1831 with Giuditta Pasta and Giambattista Rubini in the roles of Amina and Elvino, the most well-known and ideal singers for the par..."
The Walking Dead: Season 10,No,,72200000,1058121.0,8.1,"['Drama', 'Horror', 'Thriller']","zombie,survival,post apocalypse,based on comic,zombie apocalypse",Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.
The Witcher: Season 1,Yes,2019-12-20,72200000,26.0,7.1,"['Comedy', 'Talk-Show']",,Review: Fantasy drama streaming series The Witcher Season 1 (2019).
Gabby's Dollhouse: Season 1,Yes,2021-01-05,71600000,,,,,
The Walking Dead: Season 3,No,,71600000,4213.0,7.7,"['Drama', 'Horror', 'Thriller']","zombie,zombie apocalypse,choice,nonlinear timeline,brother brother relationship",A teenage Clementine and a new survivor named Javier are brought together when a new threat worse than the dead arises.
Carrossel,No,,71300000,388.0,5.3,"['Comedy', 'Family']","children,kids as protagonists,camp,teams,challenger","On vacation, Escola Mundial&apos;s students travel to Panapaná Alícia&apos;s grandfather&apos;s Panapana camp and participate in a gymkhana organized by Mr. Campos, who does his best to keep things fun for the kids. But the party is crashed by G..."
Gilmore Girls: Season 3,Yes,,71300000,18.0,6.3,"['Short', 'Comedy']",,"Same girls, same problems... forty years later. This satirical valentine to Lena Dunham&apos;s groundbreaking HBO series stars original SNL cast member Laraine Newman, as well as Wendi Malick, Mindy Sterling, Sally Kemp, Martin Starr, ..."
Red Rose: Season 1,Yes,2023-02-15,71100000,7.0,8.7,"['Animation', 'Comedy', 'Sci-Fi']",,
Fauda: Season 4 // פאודה: עונה 4,Yes,2023-01-20,71000000,,,['Talk-Show'],,"Inside Fauda Host Brad Pomerance speaks with Luna Mansour (Marwa), Moran Rosenblatt (Anat) and Season 2 Head Writer Amir Mann about joining Fauda in Season 2, after the show had already become an international hit."
New Amsterdam (2018): Season 3,No,,70600000,631.0,8.4,['Documentary'],dvd extra,"Meet Gyp Rosetti (Bobby Cannavale), Billie Kent (Meg Chambers Steedle), Gaston Means (Stephen Root) and some of the other new characters popping up in Season 3 of &apos;Boardwalk Empire.&apos;"
Gilmore Girls: Season 5,Yes,,69900000,43540.0,7.5,"['Comedy', 'Drama']","2010s,mother daughter relationship,widow,failure,loneliness","Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change."
Gilmore Girls: Season 4,Yes,,69800000,43540.0,7.5,"['Comedy', 'Drama']","2010s,mother daughter relationship,widow,failure,loneliness","Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change."
The Blacklist: Season 2,No,,69700000,8165.0,8.7,"['Drama', 'Horror', 'Thriller']","single player,xbox 360,microsoft windows,playstation 3,graphic adventure","Left to fend for herself, Clementine has been forced to learn how to survive in a world gone mad. Many months have passed and she is in search of safety."
"Divorce Attorney Shin: Limited Series // 신성한, 이혼: 리미티드 시리즈",Yes,2023-03-04,69500000,840.0,7.5,['Drama'],,"Driven by a personal tragedy, a pianist-turned-lawyer navigates the complex world of divorce - fighting for his clients to win by any means necessary."
Stranger Things 2,Yes,2017-10-27,69200000,,,"['Short', 'Comedy']",,Netflix commercial for Stranger Things 2 in Colombia.
Hometown Cha-Cha-Cha: Season 1 // 갯마을 차차차: 시즌 1,Yes,2021-08-28,69000000,,,['Drama'],,"The life story of Ch&apos;oe Hong-hui. Also known as General Choi, he was a South Korean army general and martial artist who is a controversial figure in the history of the Korean martial art of Taekwondo. In 1972, Choi went into exile..."
Love Is Blind: Season 3,Yes,2022-10-19,68900000,,,,,
Kill Boksoon // 길복순,Yes,2023-03-31,68500000,11213.0,6.6,"['Action', 'Thriller']","female assassin,gay,lgbt,lesbian,daughter",A single mother who is a renowned hired killer finds it difficult to achieve a balance between her personal and work life.
The Thundermans: Season 1,No,,68500000,65.0,8.9,['Short'],,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the..."
The Flash (2014): Season 1,No,,68200000,11869.0,8.4,['Short'],,
Red Notice,Yes,2021-11-12,68100000,308125.0,6.3,"['Action', 'Comedy', 'Thriller']","thief,heist,chase,rivalry,art",An Interpol agent successfully tracks down the world&apos;s most wanted art thief with help from a rival thief. But nothing is as it seems as a series of double-crosses ensues.
Henry Danger: Season 1,No,,67800000,,,,,
The Queen of Flow: Season 2 // La reina del flow: Temporada 2,No,2021-11-17,67800000,237.0,9.3,"['Documentary', 'Short']",,
The Walking Dead: Season 2,No,,67700000,8165.0,8.7,"['Drama', 'Horror', 'Thriller']","single player,xbox 360,microsoft windows,playstation 3,graphic adventure","Left to fend for herself, Clementine has been forced to learn how to survive in a world gone mad. Many months have passed and she is in search of safety."
Viking Wolf // Vikingulven,Yes,2023-02-03,67500000,6935.0,5.2,"['Horror', 'Thriller']","werewolf,small town,killing,key witness,normandy france","Thale (17) has just moved with her parents to a small town after her mother has a new job in the local police. After a student is killed brutally at a party Thale attends, she becomes a key witness. Was the killer an animal? A wolf?"
Designated Survivor: Season 2,Yes,2017-09-28,67200000,102.0,5.5,['Reality-TV'],non fiction,
Bebefinn: Season 1,Yes,,67100000,,,,,
Hotel Transylvania 2,No,,67000000,139444.0,6.6,"['Animation', 'Adventure', 'Comedy']","hotel,vampire,party,bird,dracula",
Stranger Things 3,Yes,2019-07-04,67000000,,,"['Short', 'Comedy']",,
Masha and the Bear: Season 1,No,,66700000,101.0,7.9,"['Animation', 'Family']",,
Outlander: Season 1,No,2016-03-31,66500000,,,,,
Grizzy and the Lemmings: Season 2,No,,66000000,102.0,5.5,['Reality-TV'],non fiction,
Single’s Inferno: Season 2 // 솔로지옥: 시즌 2,Yes,2022-12-13,65900000,,,,,
The Witcher: Blood Origin: Limited Series,Yes,2022-12-25,65300000,43782.0,4.9,"['Action', 'Adventure', 'Drama']","prequel to tv series,prequel,tv mini series,warrior,king",
The Nurse: Limited Series // Sygeplejersken: Miniserie,Yes,2023-04-27,65200000,,,,,
The Watcher: Season 1,Yes,2022-10-13,64400000,65.0,8.9,['Short'],,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the..."
Jumanji: The Next Level,No,,64300000,274154.0,6.7,"['Action', 'Adventure', 'Comedy']","video game world,trapped in a game,jumanji,sequel,jungle","In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world&apos;s most danger..."
Suits (2011): Season 4,Yes,,64200000,,,['Short'],virtual reality short,
Gilmore Girls: Season 6,Yes,,63900000,130.0,6.6,"['Musical', 'Short']","underwater scene,waterfall,precision,swimming,march",This Warner Bros. short film shows the process that studios use to select women for the chorus line in movie musicals. It then presents a few clips of chorus lines in Busby Berkeley production numbers from 1930s Warner Bros. music...
The Tailor: Season 1 // Terzi: 1. Sezon,Yes,2023-05-02,63900000,65.0,8.9,['Short'],,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the..."
All American: Season 5,No,,63700000,171.0,5.3,"['Short', 'Comedy']","charlie mccarthy character,ventriloquist,ventriloquist dummy,ventriloquism,one reeler","The Dean and Board of Flunk Well College are arguing with its football coach, Bergen, about the team&apos;s star player, Charlie McCarthy, who is the only reason the team is a winning one, but who isn&apos;t doing well academically and coul..."
Peppa Pig: Season 2,No,,63700000,,,"['Animation', 'Comedy']",,
DAHMER: Monster: The Jeffrey Dahmer Story,Yes,2022-09-21,63500000,148405.0,7.9,"['Biography', 'Crime', 'Drama']","homosexual,gay serial killer,murder,serial killer,homosexuality","The story of a cannibalistic serial killer named Jeffrey Dahmer, a.k.a. the Milwaukee Monster."
The Blacklist: Season 3,No,,63500000,7559.0,9.0,"['Documentary', 'Short']",,
Narvik,No,2023-01-23,63100000,16109.0,6.6,"['Drama', 'History', 'War']","norwegian army,nazi invasion of norway,winter,year 1940,man in uniform","April 1940. The eyes of the world are on Narvik, a small town in northern Norway, source of the iron ore needed for Hitler&apos;s war machinery. Through two months of fierce winter warfare, Hitler is dealt his first defeat."
Home (2015),No,,62800000,109736.0,6.5,"['Animation', 'Adventure', 'Comedy']","alien,human,friendship,interspecies friendship,outer space","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference."
The Sea Beast,Yes,2022-07-08,62700000,55979.0,7.0,"['Animation', 'Adventure', 'Comedy']","sea,sea monster,monster,beast,ship","When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters - and make history to boot."
The Walking Dead: Season 4,No,,62300000,1058121.0,8.1,"['Drama', 'Horror', 'Thriller']","zombie,survival,post apocalypse,based on comic,zombie apocalypse",Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.
Harry & Meghan: Limited Series,Yes,2022-12-08,62000000,836899.0,7.6,"['Adventure', 'Family', 'Fantasy']","magic,wizard,orphan,school of magic,based on novel","An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
The Walking Dead: Season 5,No,,62000000,35.0,9.3,['Talk-Show'],tv special,
My Dad the Bounty Hunter: Season 1,Yes,2023-02-09,61800000,1423.0,7.2,"['Animation', 'Action', 'Adventure']","cgi animation,bounty hunter,alien,danger,laser gun",
Dog Gone,Yes,2023-01-13,61600000,5785.0,6.1,"['Biography', 'Drama', 'Family']","dog,search,find,journey,father",Based on the true story of a father and son who repair their fractured relationship during a forced hike of the Appalachian trail to find their beloved lost dog.
Maid: Limited Series,Yes,2021-10-01,61500000,,,,,
Pasión de Gavilanes: Season 2,No,,61500000,,,"['Crime', 'Drama']","female full frontal nudity,female topless nudity,female nudity,female frontal nudity,female rear nudity","After being the best hit man of all time, now he has to be the victim of a revenge that not even with all the men in the world could finish him off."
A Man Called Otto,No,,61300000,143473.0,7.5,"['Comedy', 'Drama']","remake,suicide attempt,grumpy old man,transgender,foreign language remake","Otto is a grump who&apos;s given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby, he meets his match in quick-witted Marisol, leading to a friendship that will turn his world around."
Peaky Blinders: Season 1,No,2014-09-30,61100000,56.0,9.3,['Talk-Show'],,Josh and David recap and review the full third season of BBC&apos;s Peaky Blinders (2013).
Victorious: Season 1,No,,61100000,20.0,5.5,"['Action', 'Crime', 'Drama']","revenge,daughter,business",
Never Have I Ever: Season 1,Yes,2020-04-27,61000000,49.0,6.8,['Comedy'],"party,teenager,sex comedy","Charlie Brandis leads a quiet and uneventful life as a wallflower. His parents trust him, his friends like him, girls are indifferent toward him. Then there&apos;s the girl he&apos;s watched from afar, Annie Briggs, who doesn&apos;t even know he..."
THE DAYS: Limited Series,No,2023-06-01,60800000,,,,,
Eva Lasting: Season 1 // La primera vez: Temporada 1,Yes,2023-02-15,60600000,146.0,8.1,['Short'],,A look at the casting process of Sons of Anarchy.
Unseen: Season 1,Yes,2023-03-29,60100000,56.0,6.3,"['Short', 'Horror']","michael myers,knife,mask,halloween,fan film","A non-canon, atmospheric look at the stylistic world of Haddonfield and it&apos;s most evil resident- Michael Myers. One of the world&apos;s most famous and deadliest slashers to ever exist, Michael can best be classified as a thrill killer..."
Narcos: Season 1,Yes,2015-08-28,59900000,11869.0,8.4,['Short'],,
The Walking Dead: Season 6,No,,59800000,1058121.0,8.1,"['Drama', 'Horror', 'Thriller']","zombie,survival,post apocalypse,based on comic,zombie apocalypse",Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.
MADOFF: The Monster of Wall Street: Limited Series,Yes,2023-01-04,59600000,6860.0,7.3,"['Documentary', 'Crime']","true crime,ponzi,american criminal,cheating,money",It follows the rise and fall of the American financier and ponzi schemer: Madoff.
